age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
23,Private,162282.0,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,25,United-States,<=50K
46,Private,219021.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,15024.0,0.0,44,United-States,>50K
23,Private,273206.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,23,United-States,<=50K
47,Self-emp-inc,332355.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,50,United-States,>50K
23,Private,102729.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,0.0,15,United-States,<=50K
42,Private,198096.0,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,United-States,>50K
22,State-gov,292933.0,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,10,United-States,<=50K
18,Private,135924.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,20,United-States,<=50K
37,Private,99146.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,50,United-States,>50K
34,Private,27409.0,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50,United-States,<=50K
30,Private,299507.0,Assoc-acdm,12,Separated,Other-service,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K
62,Self-emp-not-inc,102631.0,Some-college,10,Widowed,Farming-fishing,Unmarried,White,Female,0.0,0.0,50,United-States,<=50K
51,Private,153486.0,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,United-States,<=50K
34,Private,434292.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,30,United-States,<=50K
28,Self-emp-not-inc,240172.0,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40,United-States,<=50K
56,Private,219426.0,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
46,Private,295791.0,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,30,United-States,<=50K
46,Private,114032.0,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,1887.0,45,United-States,>50K
23,Local-gov,496382.0,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0.0,0.0,40,Guatemala,<=50K
33,Private,376483.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0.0,0.0,30,United-States,<=50K
27,Private,107218.0,HS-grad,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0.0,0.0,40,United-States,<=50K
21,Private,246207.0,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,20,United-States,<=50K
18,,80564.0,HS-grad,9,Never-married,,Own-child,White,Male,0.0,0.0,60,United-States,<=50K
36,Private,83089.0,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298.0,0.0,40,Mexico,>50K
37,Local-gov,328301.0,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,36,United-States,<=50K
39,Local-gov,301614.0,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,United-States,<=50K
36,Private,199739.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7298.0,0.0,60,United-States,>50K
24,Private,180060.0,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,2354.0,0.0,40,United-States,<=50K
26,Private,121040.0,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,Black,Female,0.0,0.0,40,United-States,<=50K
37,Private,125550.0,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,60,United-States,<=50K
34,Private,170772.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50,United-States,<=50K
33,Private,180551.0,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K
33,Self-emp-not-inc,48189.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,30,United-States,<=50K
20,Private,432154.0,HS-grad,9,Never-married,Sales,Own-child,White,Female,0.0,0.0,8,Mexico,<=50K
26,Private,263200.0,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,38,United-States,<=50K
47,Private,123207.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,20,United-States,>50K
17,Private,110798.0,11th,7,Never-married,Sales,Own-child,White,Female,0.0,0.0,20,United-States,<=50K
53,Private,238481.0,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1485.0,40,United-States,<=50K
31,Private,185528.0,Some-college,10,Divorced,Sales,Own-child,White,Female,0.0,0.0,35,United-States,<=50K
34,Private,181311.0,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,<=50K
23,Private,528616.0,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,Mexico,<=50K
39,Private,272950.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45,United-States,>50K
22,,195532.0,HS-grad,9,Never-married,,Own-child,White,Female,0.0,0.0,40,United-States,<=50K
21,Private,197583.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,20,United-States,<=50K
40,Private,48612.0,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,35,United-States,<=50K
54,Local-gov,31533.0,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298.0,0.0,40,United-States,>50K
32,Federal-gov,148138.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,2002.0,40,Iran,<=50K
29,Local-gov,30069.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,2635.0,0.0,40,United-States,<=50K
68,,170182.0,Some-college,10,Never-married,,Unmarried,Black,Female,0.0,0.0,40,United-States,<=50K
27,Local-gov,230885.0,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,45,United-States,>50K
54,Private,174102.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40,United-States,>50K
23,Private,352606.0,HS-grad,9,Divorced,Priv-house-serv,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K
38,Private,241153.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,48,United-States,>50K
54,Private,155433.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,35,United-States,<=50K
21,Private,109414.0,Some-college,10,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0.0,1974.0,40,United-States,<=50K
40,Private,125461.0,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,42,United-States,<=50K
19,Private,331556.0,10th,6,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
21,,138575.0,HS-grad,9,Never-married,,Other-relative,White,Male,0.0,0.0,60,United-States,<=50K
35,Private,223514.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0.0,0.0,40,United-States,<=50K
39,Private,115418.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,2174.0,0.0,45,United-States,<=50K
38,Private,193026.0,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0.0,1408.0,40,,<=50K
41,Private,147206.0,12th,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,United-States,>50K
26,Private,174592.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
35,Private,268620.0,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,45,United-States,<=50K
70,Self-emp-not-inc,150886.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,25,United-States,<=50K
45,Private,112362.0,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,<=50K
83,Private,195507.0,HS-grad,9,Widowed,Protective-serv,Not-in-family,White,Male,0.0,0.0,55,United-States,<=50K
59,Private,192983.0,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
18,Private,120544.0,9th,5,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,15,United-States,<=50K
31,Private,59083.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,<=50K
43,Private,208277.0,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,45,United-States,>50K
24,Local-gov,184678.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
33,Private,278736.0,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50,United-States,<=50K
48,Local-gov,39464.0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,52,United-States,<=50K
27,Private,162343.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,Dominican-Republic,<=50K
41,Private,204046.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K
25,Private,255647.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,25,Mexico,<=50K
53,Private,123011.0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,40,United-States,>50K
66,Self-emp-not-inc,291362.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50,United-States,<=50K
31,Private,159187.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,>50K
30,State-gov,126414.0,Bachelors,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
22,Private,227626.0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
47,Self-emp-inc,173783.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024.0,0.0,60,United-States,>50K
74,Private,211075.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,>50K
37,Private,176756.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,1485.0,70,United-States,>50K
35,Self-emp-not-inc,31095.0,Some-college,10,Separated,Farming-fishing,Not-in-family,White,Male,4101.0,0.0,60,United-States,<=50K
51,Self-emp-not-inc,32372.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1672.0,70,United-States,<=50K
40,Private,331651.0,Some-college,10,Separated,Other-service,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
51,Local-gov,146325.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,40,United-States,>50K
26,Private,515025.0,10th,6,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0.0,0.0,40,United-States,<=50K
53,Private,394474.0,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40,United-States,<=50K
32,Private,400535.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3781.0,0.0,40,United-States,<=50K
29,Self-emp-not-inc,337505.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40,South,<=50K
42,Private,211860.0,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
22,Private,102684.0,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,32,United-States,<=50K
62,,225657.0,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0.0,0.0,24,United-States,<=50K
33,Private,121966.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
21,Private,396790.0,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0.0,0.0,20,United-States,<=50K
46,Local-gov,149949.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45,United-States,>50K
25,Private,252187.0,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
29,Private,209934.0,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,Mexico,<=50K
29,Federal-gov,229300.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,48,United-States,<=50K
33,Private,170769.0,Doctorate,16,Divorced,Sales,Not-in-family,White,Male,99999.0,0.0,60,United-States,>50K
50,Private,200618.0,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
22,Private,216984.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,40,United-States,<=50K
40,Private,212760.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
28,Private,150309.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,45,United-States,<=50K
54,Private,174655.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,<=50K
29,Private,109621.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K
49,Private,225124.0,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40,United-States,<=50K
46,Private,172695.0,11th,7,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,27,El-Salvador,<=50K
71,Self-emp-not-inc,238479.0,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,8,United-States,<=50K
27,Private,37754.0,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,80,United-States,<=50K
56,Private,85018.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
64,Private,256466.0,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0.0,0.0,60,Philippines,>50K
23,Private,169188.0,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,25,United-States,<=50K
36,Private,210945.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,>50K
39,Local-gov,287031.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45,United-States,>50K
26,Private,224361.0,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
31,Federal-gov,108464.0,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40,United-States,<=50K
36,Private,75826.0,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K
43,Private,120277.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,>50K
25,Private,104439.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,50,United-States,<=50K
27,Private,56870.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,<=50K
24,Private,200819.0,12th,8,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
50,Self-emp-not-inc,170562.0,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,20,United-States,<=50K
30,Private,80933.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K
24,Private,33088.0,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
41,Local-gov,112763.0,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,7430.0,0.0,36,United-States,>50K
29,Private,177651.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,45,United-States,<=50K
31,Private,261943.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,<=50K
54,Private,169785.0,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40,Italy,<=50K
20,Private,141481.0,11th,7,Married-civ-spouse,Sales,Other-relative,White,Female,0.0,0.0,50,United-States,<=50K
37,Private,433491.0,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40,United-States,<=50K
28,Local-gov,86615.0,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,30,United-States,<=50K
39,Private,125550.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40,United-States,>50K
46,State-gov,421223.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
35,Private,26999.0,Bachelors,13,Separated,Exec-managerial,Unmarried,White,Female,0.0,0.0,42,United-States,<=50K
36,Self-emp-not-inc,241998.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,99999.0,0.0,20,United-States,>50K
34,,133861.0,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0.0,0.0,25,United-States,<=50K
44,Private,115323.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,>50K
34,Self-emp-inc,23778.0,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50,United-States,<=50K
28,Self-emp-not-inc,190836.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,>50K
38,Self-emp-inc,159179.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45,United-States,>50K
64,,205479.0,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0.0,0.0,50,United-States,>50K
19,,47713.0,Some-college,10,Never-married,,Own-child,White,Female,0.0,0.0,40,United-States,<=50K
35,Private,163237.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,52,United-States,>50K
61,Private,202202.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
45,Private,168837.0,Some-college,10,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K
36,Private,112271.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,<=50K
34,Private,52537.0,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Male,0.0,0.0,30,United-States,<=50K
27,Private,38353.0,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60,United-States,<=50K
22,Private,141698.0,10th,6,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,40,United-States,<=50K
26,Private,28856.0,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
19,Private,175652.0,11th,7,Never-married,Other-service,Other-relative,White,Female,0.0,0.0,15,United-States,<=50K
36,Private,213008.0,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
51,Private,196501.0,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,14084.0,0.0,50,United-States,>50K
63,Private,118798.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,99999.0,0.0,40,United-States,>50K
51,Private,92463.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,<=50K
20,State-gov,125165.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,25,United-States,<=50K
42,Self-emp-not-inc,103980.0,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50,United-States,<=50K
40,,180362.0,Bachelors,13,Never-married,,Own-child,White,Female,0.0,0.0,40,United-States,<=50K
25,Private,53903.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K
40,Private,179735.0,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,50,United-States,<=50K
41,,277390.0,Bachelors,13,Married-civ-spouse,,Wife,White,Female,0.0,0.0,30,United-States,>50K
49,Private,122177.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,80,United-States,<=50K
46,Private,188161.0,HS-grad,9,Separated,Machine-op-inspct,Own-child,Black,Female,0.0,0.0,40,United-States,<=50K
32,Self-emp-not-inc,170108.0,HS-grad,9,Separated,Sales,Not-in-family,White,Male,0.0,0.0,50,United-States,<=50K
28,Private,175262.0,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40,Mexico,<=50K
19,,204441.0,HS-grad,9,Never-married,,Other-relative,Black,Male,0.0,0.0,20,United-States,<=50K
19,Private,164395.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,25,United-States,<=50K
18,Private,115630.0,11th,7,Never-married,Adm-clerical,Own-child,Black,Male,0.0,0.0,20,United-States,<=50K
39,Private,178815.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,55,United-States,<=50K
60,Self-emp-not-inc,168223.0,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,30,United-States,<=50K
46,Local-gov,202560.0,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,1408.0,40,United-States,<=50K
38,Private,100295.0,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,50,Canada,>50K
36,Private,172256.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,44,United-States,>50K
45,Private,51664.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,<=50K
60,State-gov,358893.0,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,2339.0,40,United-States,<=50K
30,Private,115963.0,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K
22,Private,333910.0,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,43,United-States,<=50K
23,Private,148948.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,45,United-States,<=50K
48,State-gov,130561.0,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Female,0.0,0.0,24,United-States,<=50K
46,Private,428350.0,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Female,0.0,0.0,15,United-States,<=50K
43,Private,188808.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45,United-States,>50K
25,Private,112847.0,HS-grad,9,Married-civ-spouse,Transport-moving,Own-child,Other,Male,0.0,0.0,40,United-States,<=50K
50,Private,110748.0,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
61,Self-emp-inc,156653.0,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,55,United-States,<=50K
35,Private,196491.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50,United-States,<=50K
65,Local-gov,254413.0,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
56,Private,91262.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0.0,0.0,45,United-States,<=50K
43,Self-emp-not-inc,154785.0,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0.0,0.0,80,Thailand,<=50K
55,Private,84231.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50,United-States,<=50K
22,Private,226327.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,<=50K
40,Private,248406.0,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Male,0.0,0.0,32,United-States,<=50K
35,Private,54317.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,1672.0,50,United-States,<=50K
22,,32732.0,Some-college,10,Never-married,,Own-child,White,Male,0.0,0.0,50,United-States,<=50K
20,Private,95918.0,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,<=50K
46,Local-gov,375675.0,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,35,United-States,>50K
43,Private,244172.0,HS-grad,9,Separated,Transport-moving,Unmarried,White,Male,0.0,0.0,40,Mexico,<=50K
46,Federal-gov,233555.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40,,<=50K
39,Private,326342.0,11th,7,Married-civ-spouse,Other-service,Husband,Black,Male,2635.0,0.0,37,United-States,<=50K
34,Private,77271.0,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0.0,0.0,20,England,<=50K
35,Private,33397.0,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,35,United-States,<=50K
30,Private,446358.0,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0.0,0.0,41,United-States,<=50K
25,Private,151810.0,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0.0,0.0,28,United-States,<=50K
44,Private,125461.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,35,United-States,>50K
35,Private,133906.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K
41,Private,155106.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,United-States,<=50K
43,Federal-gov,203637.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298.0,0.0,40,United-States,>50K
32,Private,232766.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
50,Private,305319.0,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K
20,Private,121023.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,15,United-States,<=50K
29,Private,198997.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,20,United-States,<=50K
38,Private,167140.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,70,United-States,>50K
20,Private,38772.0,10th,6,Never-married,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,50,United-States,<=50K
41,Private,253759.0,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0.0,0.0,40,United-States,<=50K
27,Private,130067.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,65,United-States,<=50K
37,Private,203828.0,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K
62,State-gov,221558.0,Masters,14,Separated,Prof-specialty,Unmarried,White,Female,0.0,0.0,24,,<=50K
31,Private,156464.0,10th,6,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
49,Private,72333.0,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40,United-States,<=50K
33,Local-gov,83671.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0.0,0.0,50,United-States,<=50K
